rep	moi	hpi	fov	segment	molecule	ambiguous	infected_cells	rna_type	spots	median_intensity	mean_radius	spots_per_infected_cell	mean_n
0	1.0 MOI	6	1	NP	mRNA	FALSE	49	mRNA	1039	0.03802365	5	21.20408163265306	16.139581209403502
0	1.0 MOI	6	1	NP	vRNA	FALSE	49	vRNA	112	0.0015626045000000002	5	2.2857142857142856	1.390863650538876
0	1.0 MOI	6	1	NA	mRNA	FALSE	49	mRNA	249	0.032227412	5	5.081632653061225	2.668527050567195
0	1.0 MOI	6	1	NA	vRNA	FALSE	49	vRNA	97	5.2758347e-4	5	1.9795918367346939	1.1767265577451969
0	1.0 MOI	6	1	M	mRNA	FALSE	49	mRNA	79	0.051094938	5	1.6122448979591837	4.098989682840958
0	1.0 MOI	6	1	M	vRNA	FALSE	49	vRNA	28	5.0956705e-5	5	0.5714285714285714	0.8438225764141212
0	1.0 MOI	6	1	NS	mRNA	FALSE	49	mRNA	102	0.0477197075	5	2.0816326530612246	2.927585842968558
0	1.0 MOI	6	1	NS	vRNA	FALSE	49	vRNA	20	0.0023875889000000003	5	0.40816326530612246	0.5753046293685751
0	1.0 MOI	6	2	PB2	mRNA	FALSE	43	mRNA	156	9.0887668e-4	5	3.627906976744186	2.4142102454411267
0	1.0 MOI	6	2	PB2	vRNA	FALSE	43	vRNA	121	0.0016601013	5	2.813953488372093	1.956373920477091
0	1.0 MOI	6	2	PB1	mRNA	FALSE	43	mRNA	568	2.9503201e-4	5	13.209302325581396	6.729602919422941
0	1.0 MOI	6	2	PB1	vRNA	FALSE	43	vRNA	125	7.4051047e-4	5	2.9069767441860463	1.8783528460837227
0	1.0 MOI	6	2	PA	mRNA	FALSE	43	mRNA	95	4.791026e-4	5	2.2093023255813953	1.725454402804818
0	1.0 MOI	6	2	PA	vRNA	FALSE	43	vRNA	23	0.0018926015	5	0.5348837209302325	1.3364269815090832
0	1.0 MOI	6	2	HA	mRNA	FALSE	43	mRNA	106	9.336649700000001e-4	5	2.4651162790697674	3.3010710589004764
0	1.0 MOI	6	2	HA	vRNA	FALSE	43	vRNA	30	0.0038771303500000002	5	0.6976744186046512	0.756679836181494
0	1.0 MOI	6	2	NP	mRNA	FALSE	43	mRNA	1206	0.039287635	5	28.046511627906977	16.139581209403502
0	1.0 MOI	6	2	NP	vRNA	FALSE	43	vRNA	110	0.00195644105	5	2.558139534883721	1.390863650538876
0	1.0 MOI	6	2	NA	mRNA	FALSE	43	mRNA	182	0.04212657	5	4.232558139534884	2.668527050567195
0	1.0 MOI	6	2	NA	vRNA	FALSE	43	vRNA	75	0.0025522152	5	1.744186046511628	1.1767265577451969
0	1.0 MOI	6	2	M	mRNA	FALSE	43	mRNA	95	0.042821515	5	2.2093023255813953	4.098989682840958
0	1.0 MOI	6	2	M	vRNA	FALSE	43	vRNA	28	3.01129705e-4	5	0.6511627906976745	0.8438225764141212
0	1.0 MOI	6	2	NS	mRNA	FALSE	43	mRNA	82	0.050967139999999994	5	1.9069767441860466	2.927585842968558
0	1.0 MOI	6	2	NS	vRNA	FALSE	43	vRNA	24	0.00409676465	5	0.5581395348837209	0.5753046293685751
0	1.0 MOI	6	3	PB2	mRNA	FALSE	38	mRNA	232	0.0014120896999999999	5	6.105263157894737	2.4142102454411267
0	1.0 MOI	6	3	PB2	vRNA	FALSE	38	vRNA	119	0.0011464881	5	3.1315789473684212	1.956373920477091
0	1.0 MOI	6	3	PB1	mRNA	FALSE	38	mRNA	714	1.31323575e-4	5	18.789473684210527	6.729602919422941
0	1.0 MOI	6	3	PB1	vRNA	FALSE	38	vRNA	181	5.072893e-4	5	4.7631578947368425	1.8783528460837227
0	1.0 MOI	6	3	PA	mRNA	FALSE	38	mRNA	127	2.1318415e-4	5	3.3421052631578947	1.725454402804818
0	1.0 MOI	6	3	PA	vRNA	FALSE	38	vRNA	52	2.51407075e-4	5	1.368421052631579	1.3364269815090832
0	1.0 MOI	6	3	HA	mRNA	FALSE	38	mRNA	163	3.9946238e-4	5	4.2894736842105265	3.3010710589004764
0	1.0 MOI	6	3	HA	vRNA	FALSE	38	vRNA	42	7.149372850000001e-4	5	1.105263157894737	0.756679836181494
0	1.0 MOI	6	3	NP	mRNA	FALSE	38	mRNA	1219	0.034830432	5	32.078947368421055	16.139581209403502
0	1.0 MOI	6	3	NP	vRNA	FALSE	38	vRNA	127	0.0025061558	5	3.3421052631578947	1.390863650538876
0	1.0 MOI	6	3	NA	mRNA	FALSE	38	mRNA	256	0.0385461765	5	6.7368421052631575	2.668527050567195
0	1.0 MOI	6	3	NA	vRNA	FALSE	38	vRNA	94	0.00243641565	5	2.473684210526316	1.1767265577451969
0	1.0 MOI	6	3	M	mRNA	FALSE	38	mRNA	167	0.046608213	5	4.394736842105263	4.098989682840958
0	1.0 MOI	6	3	M	vRNA	FALSE	38	vRNA	50	0	5	1.3157894736842106	0.8438225764141212
0	1.0 MOI	6	3	NS	mRNA	FALSE	38	mRNA	135	0.041132826	5	3.5526315789473686	2.927585842968558
0	1.0 MOI	6	3	NS	vRNA	FALSE	38	vRNA	38	8.82051875e-4	5	1	0.5753046293685751
0	1.0 MOI	6	4	PB2	mRNA	FALSE	49	mRNA	193	7.683138e-4	5	3.938775510204082	2.4142102454411267
0	1.0 MOI	6	4	PB2	vRNA	FALSE	49	vRNA	105	0.0020370237	5	2.142857142857143	1.956373920477091
0	1.0 MOI	6	4	PB1	mRNA	FALSE	49	mRNA	532	1.9637193499999998e-4	5	10.857142857142858	6.729602919422941
0	1.0 MOI	6	4	PB1	vRNA	FALSE	49	vRNA	134	7.0142128e-4	5	2.7346938775510203	1.8783528460837227
0	1.0 MOI	6	4	PA	mRNA	FALSE	49	mRNA	94	1.10556875e-4	5	1.9183673469387754	1.725454402804818
0	1.0 MOI	6	4	PA	vRNA	FALSE	49	vRNA	36	3.66056545e-4	5	0.7346938775510204	1.3364269815090832
0	1.0 MOI	6	4	HA	mRNA	FALSE	49	mRNA	244	1.7147432e-4	5	4.979591836734694	3.3010710589004764
0	1.0 MOI	6	4	HA	vRNA	FALSE	49	vRNA	63	0.0012560608	5	1.2857142857142858	0.756679836181494
0	1.0 MOI	6	4	NP	mRNA	FALSE	49	mRNA	1123	0.038188607	5	22.918367346938776	16.139581209403502
0	1.0 MOI	6	4	NP	vRNA	FALSE	49	vRNA	123	0.0035399362	5	2.510204081632653	1.390863650538876
0	1.0 MOI	6	4	NA	mRNA	FALSE	49	mRNA	208	0.0376732965	5	4.244897959183674	2.668527050567195
0	1.0 MOI	6	4	NA	vRNA	FALSE	49	vRNA	91	0.0018067373	5	1.8571428571428572	1.1767265577451969
0	1.0 MOI	6	4	M	mRNA	FALSE	49	mRNA	65	0.04619288	5	1.3265306122448979	4.098989682840958
0	1.0 MOI	6	4	M	vRNA	FALSE	49	vRNA	45	0	5	0.9183673469387755	0.8438225764141212
0	1.0 MOI	6	4	NS	mRNA	FALSE	49	mRNA	162	0.040439872	5	3.306122448979592	2.927585842968558
0	1.0 MOI	6	4	NS	vRNA	FALSE	49	vRNA	28	3.7284133e-4	5	0.5714285714285714	0.5753046293685751
0	1.0 MOI	6	5	PB2	mRNA	FALSE	55	mRNA	144	1.98656625e-4	5	2.618181818181818	2.4142102454411267
0	1.0 MOI	6	5	PB2	vRNA	FALSE	55	vRNA	87	3.9829718e-4	5	1.5818181818181818	1.956373920477091
0	1.0 MOI	6	5	PB1	mRNA	FALSE	55	mRNA	538	1.36528455e-4	5	9.781818181818181	6.729602919422941
0	1.0 MOI	6	5	PB1	vRNA	FALSE	55	vRNA	160	5.818985499999999e-4	5	2.909090909090909	1.8783528460837227
0	1.0 MOI	6	5	PA	mRNA	FALSE	55	mRNA	155	1.5954282e-4	5	2.8181818181818183	1.725454402804818
0	1.0 MOI	6	5	PA	vRNA	FALSE	55	vRNA	88	9.3329495e-5	5	1.6	1.3364269815090832
0	1.0 MOI	6	5	HA	mRNA	FALSE	55	mRNA	238	4.4583677499999996e-4	5	4.327272727272727	3.3010710589004764
0	1.0 MOI	6	5	HA	vRNA	FALSE	55	vRNA	58	3.37492005e-4	5	1.0545454545454545	0.756679836181494
0	1.0 MOI	6	5	NP	mRNA	FALSE	55	mRNA	857	0.042581066	5	15.581818181818182	16.139581209403502
0	1.0 MOI	6	5	NP	vRNA	FALSE	55	vRNA	103	0.0035407967	5	1.8727272727272728	1.390863650538876
0	1.0 MOI	6	5	NA	mRNA	FALSE	55	mRNA	261	0.042764362	5	4.745454545454545	2.668527050567195
0	1.0 MOI	6	5	NA	vRNA	FALSE	55	vRNA	61	0.0020565963	5	1.1090909090909091	1.1767265577451969
0	1.0 MOI	6	5	M	mRNA	FALSE	55	mRNA	121	0.04790034	5	2.2	4.098989682840958
0	1.0 MOI	6	5	M	vRNA	FALSE	55	vRNA	53	2.4078882e-4	5	0.9636363636363636	0.8438225764141212
0	1.0 MOI	6	5	NS	mRNA	FALSE	55	mRNA	228	0.042871259999999994	5	4.1454545454545455	2.927585842968558
0	1.0 MOI	6	5	NS	vRNA	FALSE	55	vRNA	45	0.0015770888	5	0.8181818181818182	0.5753046293685751
0	1.0 MOI	6	6	PB2	mRNA	FALSE	39	mRNA	169	6.0757744e-4	5	4.333333333333333	2.4142102454411267
0	1.0 MOI	6	6	PB2	vRNA	FALSE	39	vRNA	116	5.08089685e-4	5	2.9743589743589745	1.956373920477091
0	1.0 MOI	6	6	PB1	mRNA	FALSE	39	mRNA	603	4.3776e-5	5	15.461538461538462	6.729602919422941
0	1.0 MOI	6	6	PB1	vRNA	FALSE	39	vRNA	119	0.0012297659	5	3.051282051282051	1.8783528460837227
0	1.0 MOI	6	6	PA	mRNA	FALSE	39	mRNA	106	2.7138865e-6	5	2.717948717948718	1.725454402804818
0	1.0 MOI	6	6	PA	vRNA	FALSE	39	vRNA	50	4.1650505e-4	5	1.2820512820512822	1.3364269815090832
0	1.0 MOI	6	6	HA	mRNA	FALSE	39	mRNA	161	2.628384e-4	5	4.128205128205129	3.3010710589004764
0	1.0 MOI	6	6	HA	vRNA	FALSE	39	vRNA	49	5.1063707e-4	5	1.2564102564102564	0.756679836181494
0	1.0 MOI	6	6	NP	mRNA	FALSE	39	mRNA	1159	0.03720114	5	29.71794871794872	16.139581209403502
0	1.0 MOI	6	6	NP	vRNA	FALSE	39	vRNA	100	0.001678668	5	2.5641025641025643	1.390863650538876
0	1.0 MOI	6	6	NA	mRNA	FALSE	39	mRNA	217	0.03645824	5	5.564102564102564	2.668527050567195
0	1.0 MOI	6	6	NA	vRNA	FALSE	39	vRNA	65	0.0020944285	5	1.6666666666666667	1.1767265577451969
0	1.0 MOI	6	6	M	mRNA	FALSE	39	mRNA	74	0.040710278	5	1.8974358974358974	4.098989682840958
0	1.0 MOI	6	6	M	vRNA	FALSE	39	vRNA	24	0	5	0.6153846153846154	0.8438225764141212
0	1.0 MOI	6	6	NS	mRNA	FALSE	39	mRNA	129	0.044795737	5	3.3076923076923075	2.927585842968558
0	1.0 MOI	6	6	NS	vRNA	FALSE	39	vRNA	31	0.0022773873	5	0.7948717948717948	0.5753046293685751
0	1.0 MOI	6	7	PB2	mRNA	FALSE	52	mRNA	158	0.001573854	5	3.0384615384615383	2.4142102454411267
0	1.0 MOI	6	7	PB2	vRNA	FALSE	52	vRNA	145	0.0016331066	5	2.7884615384615383	1.956373920477091
0	1.0 MOI	6	7	PB1	mRNA	FALSE	52	mRNA	501	4.9676535e-5	5	9.634615384615385	6.729602919422941
0	1.0 MOI	6	7	PB1	vRNA	FALSE	52	vRNA	199	0.0017140786	5	3.826923076923077	1.8783528460837227
0	1.0 MOI	6	7	PA	mRNA	FALSE	52	mRNA	129	3.9076465e-4	5	2.480769230769231	1.725454402804818
0	1.0 MOI	6	7	PA	vRNA	FALSE	52	vRNA	80	8.066518349999999e-4	5	1.5384615384615385	1.3364269815090832
0	1.0 MOI	6	7	HA	mRNA	FALSE	52	mRNA	189	6.546246e-4	5	3.6346153846153846	3.3010710589004764
0	1.0 MOI	6	7	HA	vRNA	FALSE	52	vRNA	70	2.9991946e-4	5	1.3461538461538463	0.756679836181494
0	1.0 MOI	6	7	NP	mRNA	FALSE	52	mRNA	1070	0.039986471499999995	5	20.576923076923077	16.139581209403502
0	1.0 MOI	6	7	NP	vRNA	FALSE	52	vRNA	144	0.0016481091	5	2.769230769230769	1.390863650538876
0	1.0 MOI	6	7	NA	mRNA	FALSE	52	mRNA	152	0.04175855	5	2.923076923076923	2.668527050567195
0	1.0 MOI	6	7	NA	vRNA	FALSE	52	vRNA	54	0.00278250965	5	1.0384615384615385	1.1767265577451969
0	1.0 MOI	6	7	M	mRNA	FALSE	52	mRNA	130	0.051565516000000006	5	2.5	4.098989682840958
0	1.0 MOI	6	7	M	vRNA	FALSE	52	vRNA	35	7.338501e-4	5	0.6730769230769231	0.8438225764141212
0	1.0 MOI	6	7	NS	mRNA	FALSE	52	mRNA	96	0.049720468000000004	5	1.8461538461538463	2.927585842968558
0	1.0 MOI	6	7	NS	vRNA	FALSE	52	vRNA	31	0.0021613704	5	0.5961538461538461	0.5753046293685751
0	1.0 MOI	7	0	PB2	mRNA	FALSE	53	mRNA	73	9.487067e-4	5	1.3773584905660377	1.823633043598291
0	1.0 MOI	7	0	PB2	vRNA	FALSE	53	vRNA	279	5.9839623e-4	5	5.264150943396227	3.6189861310020865
0	1.0 MOI	7	0	PB1	mRNA	FALSE	53	mRNA	303	7.624297e-4	5	5.716981132075472	4.421669777927588
0	1.0 MOI	7	0	PB1	vRNA	FALSE	53	vRNA	576	2.54689675e-4	5	10.867924528301886	4.486537991474028
0	1.0 MOI	7	0	PA	mRNA	FALSE	53	mRNA	237	9.91893e-4	5	4.471698113207547	2.129001825716975
0	1.0 MOI	7	0	PA	vRNA	FALSE	53	vRNA	74	4.8381539000000003e-4	5	1.3962264150943395	2.158369287599744
0	1.0 MOI	7	0	HA	mRNA	FALSE	53	mRNA	194	0.00135875075	5	3.660377358490566	2.668623754241864
0	1.0 MOI	7	0	HA	vRNA	FALSE	53	vRNA	134	9.5871285e-4	5	2.5283018867924527	1.2969693736094736
0	1.0 MOI	7	0	NP	mRNA	FALSE	53	mRNA	587	0.055530317	5	11.075471698113208	12.367586794368513
0	1.0 MOI	7	0	NP	vRNA	FALSE	53	vRNA	255	0.0017876688	5	4.811320754716981	2.5728050696695157
0	1.0 MOI	7	0	NA	mRNA	FALSE	53	mRNA	213	0.06115335	5	4.018867924528302	2.667599949950424
0	1.0 MOI	7	0	NA	vRNA	FALSE	53	vRNA	135	0.0017360855	5	2.547169811320755	1.2108351309264629
0	1.0 MOI	7	0	M	mRNA	FALSE	53	mRNA	194	0.067565225	5	3.660377358490566	5.1988354716608995
0	1.0 MOI	7	0	M	vRNA	FALSE	53	vRNA	48	0.0018840062	5	0.9056603773584906	1.2576175280007154
0	1.0 MOI	7	0	NS	mRNA	FALSE	53	mRNA	169	0.06817634	5	3.188679245283019	2.6210656230614653
0	1.0 MOI	7	0	NS	vRNA	FALSE	53	vRNA	66	0.0034775389	5	1.2452830188679245	0.8214037117246805
0	1.0 MOI	7	1	PB2	mRNA	FALSE	44	mRNA	44	2.4458217e-4	5	1	1.823633043598291
0	1.0 MOI	7	1	PB2	vRNA	FALSE	44	vRNA	252	4.78693195e-4	5	5.7272727272727275	3.6189861310020865
0	1.0 MOI	7	1	PB1	mRNA	FALSE	44	mRNA	342	3.7906417e-4	5	7.7727272727272725	4.421669777927588
0	1.0 MOI	7	1	PB1	vRNA	FALSE	44	vRNA	613	7.760054e-4	5	13.931818181818182	4.486537991474028
0	1.0 MOI	7	1	PA	mRNA	FALSE	44	mRNA	207	0.0011142851	5	4.704545454545454	2.129001825716975
0	1.0 MOI	7	1	PA	vRNA	FALSE	44	vRNA	222	5.090402800000001e-4	5	5.045454545454546	2.158369287599744
0	1.0 MOI	7	1	HA	mRNA	FALSE	44	mRNA	155	3.0000514e-4	5	3.522727272727273	2.668623754241864
0	1.0 MOI	7	1	HA	vRNA	FALSE	44	vRNA	157	3.947224e-4	5	3.5681818181818183	1.2969693736094736
0	1.0 MOI	7	1	NP	mRNA	FALSE	44	mRNA	676	0.054670116000000005	5	15.363636363636363	12.367586794368513
0	1.0 MOI	7	1	NP	vRNA	FALSE	44	vRNA	197	0.002159798	5	4.4772727272727275	2.5728050696695157
0	1.0 MOI	7	1	NA	mRNA	FALSE	44	mRNA	395	0.058209114	5	8.977272727272727	2.667599949950424
0	1.0 MOI	7	1	NA	vRNA	FALSE	44	vRNA	152	0.0027014421	5	3.4545454545454546	1.2108351309264629
0	1.0 MOI	7	1	M	mRNA	FALSE	44	mRNA	204	0.07465534	5	4.636363636363637	5.1988354716608995
0	1.0 MOI	7	1	M	vRNA	FALSE	44	vRNA	62	0.00346657565	5	1.4090909090909092	1.2576175280007154
0	1.0 MOI	7	1	NS	mRNA	FALSE	44	mRNA	171	0.06523936	5	3.8863636363636362	2.6210656230614653
0	1.0 MOI	7	1	NS	vRNA	FALSE	44	vRNA	65	0.0035200745	5	1.4772727272727273	0.8214037117246805
0	1.0 MOI	7	2	PB2	mRNA	FALSE	37	mRNA	104	0.0012353987	5	2.810810810810811	1.823633043598291
0	1.0 MOI	7	2	PB2	vRNA	FALSE	37	vRNA	307	5.6983175e-4	5	8.297297297297296	3.6189861310020865
0	1.0 MOI	7	2	PB1	mRNA	FALSE	37	mRNA	367	2.3201005e-4	5	9.91891891891892	4.421669777927588
0	1.0 MOI	7	2	PB1	vRNA	FALSE	37	vRNA	627	5.02657e-4	5	16.945945945945947	4.486537991474028
0	1.0 MOI	7	2	PA	mRNA	FALSE	37	mRNA	258	0.0022858469999999997	5	6.972972972972973	2.129001825716975
0	1.0 MOI	7	2	PA	vRNA	FALSE	37	vRNA	148	2.3645265e-4	5	4	2.158369287599744
0	1.0 MOI	7	2	HA	mRNA	FALSE	37	mRNA	224	0.0010654124	5	6.054054054054054	2.668623754241864
0	1.0 MOI	7	2	HA	vRNA	FALSE	37	vRNA	220	4.0857747e-4	5	5.945945945945946	1.2969693736094736
0	1.0 MOI	7	2	NP	mRNA	FALSE	37	mRNA	854	0.0475872455	5	23.08108108108108	12.367586794368513
0	1.0 MOI	7	2	NP	vRNA	FALSE	37	vRNA	276	0.0018703697	5	7.45945945945946	2.5728050696695157
0	1.0 MOI	7	2	NA	mRNA	FALSE	37	mRNA	231	0.057011373	5	6.243243243243243	2.667599949950424
0	1.0 MOI	7	2	NA	vRNA	FALSE	37	vRNA	102	0.0049978231500000005	5	2.7567567567567566	1.2108351309264629
0	1.0 MOI	7	2	M	mRNA	FALSE	37	mRNA	212	0.06867775500000001	5	5.72972972972973	5.1988354716608995
0	1.0 MOI	7	2	M	vRNA	FALSE	37	vRNA	65	0.002571305	5	1.7567567567567568	1.2576175280007154
0	1.0 MOI	7	2	NS	mRNA	FALSE	37	mRNA	164	0.066043585	5	4.4324324324324325	2.6210656230614653
0	1.0 MOI	7	2	NS	vRNA	FALSE	37	vRNA	86	0.00689454815	5	2.324324324324324	0.8214037117246805
0	1.0 MOI	7	3	PB2	mRNA	FALSE	46	mRNA	186	0.001205703	5	4.043478260869565	1.823633043598291
0	1.0 MOI	7	3	PB2	vRNA	FALSE	46	vRNA	311	0.0011572099	5	6.760869565217392	3.6189861310020865
0	1.0 MOI	7	3	PB1	mRNA	FALSE	46	mRNA	423	2.562631e-4	5	9.195652173913043	4.421669777927588
0	1.0 MOI	7	3	PB1	vRNA	FALSE	46	vRNA	394	4.38787685e-4	5	8.565217391304348	4.486537991474028
0	1.0 MOI	7	3	PA	mRNA	FALSE	46	mRNA	145	0.0012185337	5	3.152173913043478	2.129001825716975
0	1.0 MOI	7	3	PA	vRNA	FALSE	46	vRNA	135	0.0014930906	5	2.9347826086956523	2.158369287599744
0	1.0 MOI	7	3	HA	mRNA	FALSE	46	mRNA	241	4.4406974e-4	5	5.239130434782608	2.668623754241864
0	1.0 MOI	7	3	HA	vRNA	FALSE	46	vRNA	144	2.4807432500000004e-4	5	3.130434782608696	1.2969693736094736
0	1.0 MOI	7	3	NP	mRNA	FALSE	46	mRNA	1045	0.045069702	5	22.717391304347824	12.367586794368513
0	1.0 MOI	7	3	NP	vRNA	FALSE	46	vRNA	242	0.0014741421	5	5.260869565217392	2.5728050696695157
0	1.0 MOI	7	3	NA	mRNA	FALSE	46	mRNA	237	0.05342461	5	5.1521739130434785	2.667599949950424
0	1.0 MOI	7	3	NA	vRNA	FALSE	46	vRNA	74	0.0026376711	5	1.608695652173913	1.2108351309264629
0	1.0 MOI	7	3	M	mRNA	FALSE	46	mRNA	245	0.060436342	5	5.326086956521739	5.1988354716608995
0	1.0 MOI	7	3	M	vRNA	FALSE	46	vRNA	67	4.8226744e-4	5	1.4565217391304348	1.2576175280007154
0	1.0 MOI	7	3	NS	mRNA	FALSE	46	mRNA	121	0.05432635	5	2.630434782608696	2.6210656230614653
0	1.0 MOI	7	3	NS	vRNA	FALSE	46	vRNA	73	0.0064426353	5	1.5869565217391304	0.8214037117246805
0	1.0 MOI	7	4	PB2	mRNA	FALSE	51	mRNA	165	0.0027285651	5	3.235294117647059	1.823633043598291
0	1.0 MOI	7	4	PB2	vRNA	FALSE	51	vRNA	435	9.822954e-4	5	8.529411764705882	3.6189861310020865
0	1.0 MOI	7	4	PB1	mRNA	FALSE	51	mRNA	111	4.1009628e-4	5	2.176470588235294	4.421669777927588
0	1.0 MOI	7	4	PB1	vRNA	FALSE	51	vRNA	124	2.1126043999999998e-4	5	2.4313725490196076	4.486537991474028
0	1.0 MOI	7	4	PA	mRNA	FALSE	51	mRNA	165	0.0010365201	5	3.235294117647059	2.129001825716975
0	1.0 MOI	7	4	PA	vRNA	FALSE	51	vRNA	123	6.798708e-4	5	2.411764705882353	2.158369287599744
0	1.0 MOI	7	4	HA	mRNA	FALSE	51	mRNA	58	5.92218335e-5	5	1.1372549019607843	2.668623754241864
0	1.0 MOI	7	4	HA	vRNA	FALSE	51	vRNA	54	2.10291875e-4	5	1.0588235294117647	1.2969693736094736
0	1.0 MOI	7	4	NP	mRNA	FALSE	51	mRNA	1066	0.041165432	5	20.901960784313726	12.367586794368513
0	1.0 MOI	7	4	NP	vRNA	FALSE	51	vRNA	194	0.0037594453	5	3.803921568627451	2.5728050696695157
0	1.0 MOI	7	4	NA	mRNA	FALSE	51	mRNA	95	0.051445678	5	1.8627450980392157	2.667599949950424
0	1.0 MOI	7	4	NA	vRNA	FALSE	51	vRNA	102	9.3724015e-4	5	2	1.2108351309264629
0	1.0 MOI	7	4	M	mRNA	FALSE	51	mRNA	184	0.0529972985	5	3.607843137254902	5.1988354716608995
0	1.0 MOI	7	4	M	vRNA	FALSE	51	vRNA	54	8.28262725e-4	5	1.0588235294117647	1.2576175280007154
0	1.0 MOI	7	4	NS	mRNA	FALSE	51	mRNA	44	0.0566298405	5	0.8627450980392157	2.6210656230614653
0	1.0 MOI	7	4	NS	vRNA	FALSE	51	vRNA	42	8.252418299999999e-4	5	0.8235294117647058	0.8214037117246805
0	1.0 MOI	7	5	PB2	mRNA	FALSE	72	mRNA	164	0.0015351862499999999	5	2.2777777777777777	1.823633043598291
0	1.0 MOI	7	5	PB2	vRNA	FALSE	72	vRNA	438	0.00111901765	5	6.083333333333333	3.6189861310020865
0	1.0 MOI	7	5	PB1	mRNA	FALSE	72	mRNA	282	2.86614225e-4	5	3.9166666666666665	4.421669777927588
0	1.0 MOI	7	5	PB1	vRNA	FALSE	72	vRNA	573	8.761436e-4	5	7.958333333333333	4.486537991474028
0	1.0 MOI	7	5	PA	mRNA	FALSE	72	mRNA	189	7.1124965e-4	5	2.625	2.129001825716975
0	1.0 MOI	7	5	PA	vRNA	FALSE	72	vRNA	80	4.2092564e-4	5	1.1111111111111112	2.158369287599744
0	1.0 MOI	7	5	HA	mRNA	FALSE	72	mRNA	157	0.0011710015	5	2.1805555555555554	2.668623754241864
0	1.0 MOI	7	5	HA	vRNA	FALSE	72	vRNA	173	1.8194417e-4	5	2.4027777777777777	1.2969693736094736
0	1.0 MOI	7	5	NP	mRNA	FALSE	72	mRNA	864	0.0457456505	5	12	12.367586794368513
0	1.0 MOI	7	5	NP	vRNA	FALSE	72	vRNA	317	0.0021313487	5	4.402777777777778	2.5728050696695157
0	1.0 MOI	7	5	NA	mRNA	FALSE	72	mRNA	218	0.062665565	5	3.0277777777777777	2.667599949950424
0	1.0 MOI	7	5	NA	vRNA	FALSE	72	vRNA	86	8.711444e-4	5	1.1944444444444444	1.2108351309264629
0	1.0 MOI	7	5	M	mRNA	FALSE	72	mRNA	193	0.07228161	5	2.6805555555555554	5.1988354716608995
0	1.0 MOI	7	5	M	vRNA	FALSE	72	vRNA	64	0.0013499168500000001	5	0.8888888888888888	1.2576175280007154
0	1.0 MOI	7	5	NS	mRNA	FALSE	72	mRNA	111	0.064216994	5	1.5416666666666667	2.6210656230614653
0	1.0 MOI	7	5	NS	vRNA	FALSE	72	vRNA	65	0.0039944374	5	0.9027777777777778	0.8214037117246805
0	1.0 MOI	7	6	PB2	mRNA	FALSE	57	mRNA	148	0.00127145415	5	2.5964912280701755	1.823633043598291
0	1.0 MOI	7	6	PB2	vRNA	FALSE	57	vRNA	311	7.5848337e-4	5	5.456140350877193	3.6189861310020865
0	1.0 MOI	7	6	PB1	mRNA	FALSE	57	mRNA	533	6.1329437e-4	5	9.350877192982455	4.421669777927588
0	1.0 MOI	7	6	PB1	vRNA	FALSE	57	vRNA	689	5.4895255e-4	5	12.087719298245615	4.486537991474028
0	1.0 MOI	7	6	PA	mRNA	FALSE	57	mRNA	267	0.0013627433	5	4.684210526315789	2.129001825716975
0	1.0 MOI	7	6	PA	vRNA	FALSE	57	vRNA	178	3.910384e-4	5	3.1228070175438596	2.158369287599744
0	1.0 MOI	7	6	HA	mRNA	FALSE	57	mRNA	130	7.6920905e-4	5	2.280701754385965	2.668623754241864
0	1.0 MOI	7	6	HA	vRNA	FALSE	57	vRNA	155	7.8989204e-4	5	2.719298245614035	1.2969693736094736
0	1.0 MOI	7	6	NP	mRNA	FALSE	57	mRNA	987	0.053469975	5	17.31578947368421	12.367586794368513
0	1.0 MOI	7	6	NP	vRNA	FALSE	57	vRNA	292	0.0033330755	5	5.12280701754386	2.5728050696695157
0	1.0 MOI	7	6	NA	mRNA	FALSE	57	mRNA	316	0.07006034750000001	5	5.543859649122807	2.667599949950424
0	1.0 MOI	7	6	NA	vRNA	FALSE	57	vRNA	98	0.00277659125	5	1.719298245614035	1.2108351309264629
0	1.0 MOI	7	6	M	mRNA	FALSE	57	mRNA	236	0.07236432749999999	5	4.140350877192983	5.1988354716608995
0	1.0 MOI	7	6	M	vRNA	FALSE	57	vRNA	86	0.0014434519	5	1.5087719298245614	1.2576175280007154
0	1.0 MOI	7	6	NS	mRNA	FALSE	57	mRNA	90	0.076029465	5	1.5789473684210527	2.6210656230614653
0	1.0 MOI	7	6	NS	vRNA	FALSE	57	vRNA	74	0.00639884135	5	1.2982456140350878	0.8214037117246805
0	1.0 MOI	7	7	PB2	mRNA	FALSE	52	mRNA	125	8.771127e-4	5	2.4038461538461537	1.823633043598291
0	1.0 MOI	7	7	PB2	vRNA	FALSE	52	vRNA	279	9.786699e-4	5	5.365384615384615	3.6189861310020865
0	1.0 MOI	7	7	PB1	mRNA	FALSE	52	mRNA	593	4.5862372e-4	5	11.403846153846153	4.421669777927588
0	1.0 MOI	7	7	PB1	vRNA	FALSE	52	vRNA	500	4.1814935000000005e-4	5	9.615384615384615	4.486537991474028
0	1.0 MOI	7	7	PA	mRNA	FALSE	52	mRNA	125	0.001249555	5	2.4038461538461537	2.129001825716975
0	1.0 MOI	7	7	PA	vRNA	FALSE	52	vRNA	95	0.0013406449	5	1.8269230769230769	2.158369287599744
